,Agric,Mines,Oil  ,Stone,Cnstr,Food ,Smoke,Txtls,Apprl,Wood ,Chair,Paper,Print,Chems,Ptrlm,Rubbr,Lethr,Glass,Metal,MtlPr,Machn,Elctr,Cars ,Instr,Manuf,Trans,Phone,TV   ,Utils,Garbg,Steam,Water,Whlsl,Rtail,Money,Srvc 
193306,19.72,16.93,2.64,7.86,12.04,13.21,4.72,20.44,13.63,3.26,20.02,25.88,27.44,10.6,12.25,7.28,1.03,21.39,11.3,11.58,15.78,10.2,20.49,6.37,26.96,13.8,10.5,6.12,15.58,-99.99,-99.99,-99.99,49.9,15.93,18.49,14.26
193307,-9.05,-12.14,-15.03,-12.16,-19.49,-8.29,-2.1,-15.68,-7.49,1.65,20.05,-0.45,-22.53,-10.48,-11.56,0.3,-3.88,-12.99,-10.17,-11.54,-18.34,-11.29,-9.57,-6.85,-4.98,-4.51,-4.38,5.77,-13.58,-99.99,-99.99,-99.99,-12.87,-13.47,-12.47,-4.09
193308,19.43,15.73,32.76,22.7,6.64,8.78,10.17,10.91,9.72,3.58,23.31,2.48,22.17,17.55,18.94,11.94,5.29,13.66,11.55,14.6,17.76,13.56,21.42,8.14,19.88,15.64,4.53,1.85,-1.23,-99.99,-99.99,-99.99,12.52,7.07,9.16,22.91
193309,-12.35,-1.55,-12.77,9.92,-30.1,-8.31,-3.7,-10.2,-7.52,-3.28,-19.96,-8.09,-26.63,-7.72,-1.99,-13.2,-12.62,-11.35,-8.94,-9.67,-15.42,-19.28,-15.08,-7.19,-13.26,-20.14,-3.55,-12.73,-19.74,-99.99,-99.99,-99.99,-21.77,-8.53,-16.95,-6.86
193310,-1.36,-7.82,0.08,-2.03,-8.22,-8.58,-11.6,-9.85,-6.79,-0.91,-26.44,-8.48,-6.29,-4.72,-4.6,-14.97,-3.2,-1.85,-12.59,-6.63,-5.57,-10.9,-10.69,-7.89,-11.08,-12.57,-7.19,-2.08,-7.5,-99.99,-99.99,-99.99,-7.17,-7.83,-13.03,5.39
193311,11.3,-3.76,6.8,17.2,0.58,5.01,4.45,2.98,14,16.27,9.55,-1.86,-0.26,14.05,14.95,18.74,9.01,10.46,10.96,11.9,14.8,11.94,23.15,10.09,12.71,6.36,5.65,-3.26,-2.39,-99.99,-99.99,-99.99,7.39,14.57,6.55,2.74
193312,-6.71,-0.22,-5.82,-5.02,-2.59,-2.84,-4.87,6.19,1.18,-3.74,9.46,5.65,2.86,3.89,-1.16,-3.86,-2.33,5,5.05,2.86,1.96,0.62,10.16,3.35,-0.23,6.91,-3.76,5.06,1.05,-99.99,-99.99,-99.99,-8.14,4.76,3.45,-2.77
193401,9.22,7.39,16.96,0.17,36.47,10.51,6.46,23.19,28.62,6.3,18.17,20.64,26.69,5.77,8.28,15.86,14.32,14.52,12.89,8.39,16.97,17.66,15.19,15.24,18.21,20.75,5.94,29.41,20.52,-99.99,-99.99,-99.99,26.5,17.14,23.93,12.19
193402,-0.36,3.75,-1.79,-1.78,-6.68,-7.3,-3.1,1.35,-5.49,-0.26,-8.86,3.23,1.03,-2.52,-3.48,-3.2,-3.09,-7.69,-1.98,-1,-4.19,-7.45,-3.82,0.11,5.53,-3.17,2.14,-9.66,-1.69,-99.99,-99.99,-99.99,5.37,3,-1.73,6.98
193403,6.06,4.82,1.89,-3.57,-3.82,1.97,-0.58,0.78,3.96,-0.81,-3.01,-1.27,5.77,-1.74,-1.25,-0.95,-2.98,-2.75,-1.18,-0.61,-1.48,6.47,-0.14,-2.93,-2.84,0.08,1.29,-12.56,-1.8,-99.99,-99.99,-99.99,2.32,2.39,0.58,4.19
193404,8.15,-2.35,3.11,-4.2,-7.63,2.55,4.17,-2.4,-5.97,3.93,-2.72,6.69,10.41,-1.95,-2.08,-0.33,-0.71,-0.96,-4.73,0.96,-3.26,-4.54,-6.02,6.28,-0.44,-1.47,-1.26,3.72,-3.75,-99.99,-99.99,-99.99,2.23,-1.25,-1.06,-3.29
193405,-2.86,0.19,-3.9,-2.37,-15.01,-4.83,1.4,-12.09,-9.47,-1.83,-13.09,-10.81,-7.69,-6.24,-4.55,-15.91,-4.42,-11.48,-12.58,-8.17,-11.73,-8.19,-12.86,0.06,-9.57,-8.96,-4.31,-1.57,-7.73,-99.99,-99.99,-99.99,-9.37,-7.91,-8.34,-1.91
193406,3.52,6.03,2.52,-5.47,2.47,3.51,5.17,2.02,0.73,-0.33,-1.02,2.53,0.04,4.61,1.13,-1.39,2.48,7.04,6.29,4.06,4.23,1.24,-3.1,3.31,5.34,3.28,1.32,-1.06,4.26,-99.99,-99.99,-99.99,-3.04,2.48,5.08,-9.28
193407,-7.75,-13.28,-15.82,-8.02,-26.77,-6.27,-0.9,-17.82,-15.88,-16.41,-39.67,-11.91,-20.15,-4.9,-9.32,-24.27,-7.22,-14.37,-16.25,-8.46,-16.52,-14.43,-14.35,-2.51,-9.56,-19.26,-4.34,-8.6,-17.24,-99.99,-99.99,-99.99,-15.87,-8.24,-14.77,-18.88
193408,10.68,9.74,8.37,9.76,11.14,4.18,3.63,5.79,3.04,1.46,15.25,7.14,3.99,5.56,6.04,15.16,1.61,7.13,8.82,8.89,9.51,7.22,9.25,3.62,7.62,2.95,2.57,-10.84,2.04,-99.99,-99.99,-99.99,9.75,4.67,5.65,2.52
193409,2.11,-3.37,-7.38,-0.1,-0.26,-2.01,2.62,4.29,7.71,-1.14,-11.43,-1.67,-2.13,0.33,-2.36,-3.22,0.79,-3.77,-4.29,1.09,1.74,-0.87,0.23,1.32,-0.84,0.46,1.9,2.03,1.61,-99.99,-99.99,-99.99,0.47,2.59,-2.4,9.24
193410,-5.82,-7.86,-2.55,2.2,-15,-0.24,2.87,-4.37,-0.97,7.01,-4.32,-4.96,-1.73,0.94,-4.81,-5.13,3.21,2.45,-6.04,3.24,3.33,-4.46,-1.44,5.04,0.7,-3.25,-1.56,-3.31,-7.61,-99.99,-99.99,-99.99,7.9,1.61,1.86,7.85
193411,2.54,0.01,15.96,-0.73,8.53,8.32,9.02,15.68,7.47,6.33,24.97,11.99,16.89,8.68,6.91,19.31,6.35,16.32,13.08,9.94,18.84,15.65,18.21,8.18,19.28,5.72,-1.73,-9.86,-0.25,-99.99,-99.99,-99.99,11.67,9.6,8.68,10.08
193412,5.54,3.75,7.09,-3.52,-10.3,-0.42,-2.9,-4.45,11.72,7.42,-9.28,-0.97,1.52,-0.12,0.55,0.56,2.09,2.62,4.16,2.63,5.82,5.39,3.22,0.8,-2.38,-0.35,-0.6,18.75,-8.66,-99.99,-99.99,-99.99,3.47,-1.13,1.44,-9.96
193501,-3.41,-6.39,6.74,-3.47,-8.28,-0.48,-2.19,-2.04,-3.79,4.48,-8.89,0.49,-3.72,-0.87,-4.52,-8.44,-0.46,-1.47,-5.76,-1.23,-1.39,2.49,-7.92,-0.56,-5.55,-7.59,-0.46,-2.63,-3.16,-99.99,-99.99,-99.99,-10.67,-5.19,-4.98,-8.43
193502,11.15,-2.28,1.62,-2.27,-17.57,1.95,0.79,-5.35,-0.83,-0.69,-8.43,-1.02,-3.11,1.19,-3.33,-5.56,-0.96,-1.48,-6.77,1.84,1,-2.13,-4.35,6.61,-5.38,-6.76,1.04,-4.17,-12.16,-99.99,-99.99,-99.99,-2.34,-0.58,-1.66,-2.35
193503,2.01,4.06,-6.7,-5.46,4.06,-4.43,-5.89,-9.71,-15.63,-0.14,-18.22,-5.83,-2.25,-3.58,-3.6,-14.61,-0.69,-8.23,-4.15,-3.26,-5.57,-6.09,-6.32,0.57,-5.79,-9.04,-0.72,-7.25,12.34,-99.99,-99.99,-99.99,-8.06,-4.28,-1.84,-4.23
193504,4.89,10.98,19.89,1.22,18.09,3.46,9.02,6.15,4.74,6.38,34.39,1.59,10.4,7.96,15.52,2.98,4.58,9.96,14.26,6.64,9.05,8.83,4.48,13.61,8.87,9.67,9.13,10.31,11.14,-99.99,-99.99,-99.99,2.89,6.5,6.29,8.43
193505,-0.99,0.55,0.68,11.93,11.7,0.34,2.18,1.46,4.7,-2.16,-5.9,3.01,2.63,1.94,3.76,-0.99,1.69,4.46,-0.31,2.36,2.17,3.78,2.74,1.55,5.26,2.52,8.4,-10.14,13.76,-99.99,-99.99,-99.99,-1.71,2.59,5.69,11.79
193506,2.2,0.11,0.73,1.16,2.99,7.33,4.4,7.89,6.39,5.01,10.66,1.22,3.42,5.71,1.48,7.32,1.44,6.73,2.85,11.19,10.56,8.74,9.66,6.7,3.78,7.5,5.36,-4.84,9.11,-99.99,-99.99,-99.99,0.96,6.34,7.35,8.29
193507,-15.26,2,4.41,1.36,28.24,1.61,7.56,9.87,1.19,7.34,35.45,9.04,2.79,5.08,-0.05,3.31,4.75,10.8,19.85,8.41,11.51,14.22,18.7,1.4,3.41,8.88,5.75,-4.75,9.22,-99.99,-99.99,-99.99,0.76,7.54,8.06,3.62
193508,-1.4,5.29,3.81,2.2,10.63,-2.96,-0.07,1.22,10.13,7.45,23.73,1.5,-2.6,4.12,-2.07,1.42,-2.63,-0.5,6.53,-1.4,2.02,4.77,7.15,0.49,1.56,1.04,4.07,9.09,7.21,-99.99,-99.99,-99.99,13.21,3,5.67,13.21
193509,-5.11,3.8,-2.29,-9,-11.82,2.02,1.54,15.53,4.71,2.26,0.16,0.86,1.18,5.84,-3.4,-2.57,-0.6,4.63,4.12,2.11,5.85,8.25,8.75,6.34,3.33,1.07,4.29,-13.33,-2.03,-99.99,-99.99,-99.99,3.29,-0.61,-1.82,8.72
193510,2.91,-2.94,15.89,3.23,50.09,6.88,1.58,7.12,2.33,1.08,15.87,6.37,13.5,3.54,13.76,9.6,3.38,17.48,5.77,5.14,9.62,8.06,12.91,7.54,7.38,-0.91,3.1,21.54,14.13,-99.99,-99.99,-99.99,5.33,1.18,8.01,14.57
193511,-0.6,13,-1.91,1.79,-5.58,1.98,-0.5,1.44,3.05,13.42,-0.32,16.98,12.12,1.64,2.77,11.77,2.13,0.76,7.35,4.15,4.74,8.36,4.73,-1.44,10.45,14.63,9.73,4.84,0.82,-99.99,-99.99,-99.99,11.8,2.8,12.69,12.5
193512,-1.8,7.38,14.43,4.2,26.6,4.21,-0.35,3.65,14.82,3.12,18.38,8.98,1.17,1.48,14.3,19.01,0.2,6.14,4.58,1.3,3.97,4.54,6.71,-1.07,0.11,3.08,-0.16,1.54,5.62,-99.99,-99.99,-99.99,0.42,-1.03,5.46,1.82
193601,14.49,9.16,12.4,12.22,17.67,1.81,3.34,9.16,3.93,0.3,12.87,7.05,4.75,4.68,14.17,11.98,4.07,12.02,6.76,-3.93,7.11,7.61,4.56,4.7,0.18,15.51,4.16,8.64,12.53,-99.99,-99.99,-99.99,7.77,-2.94,6.55,10.95
193602,-3.78,4.12,11.43,1.46,-5.98,3.49,-3.25,0.76,0.88,-1.16,2.55,1.71,-3.18,2.39,0.94,5.51,5.06,9.05,10.44,0.56,6.27,-0.69,4.44,1.82,-4.45,4.69,6.58,-3.55,-6.59,-99.99,-99.99,-99.99,-2.33,1.02,-0.86,1.61
193603,0.3,-3.2,14.83,-7.92,10.22,-1.36,-4.1,1.57,1.62,-1.48,27.39,5.82,6.28,2.74,1.54,9.38,-1.93,-0.9,1.85,-0.54,5.01,-0.4,8.47,4.62,0.87,-2.9,-3.37,-5.88,0.64,-99.99,-99.99,-99.99,-0.95,1.17,-2.29,-5.79
193604,-4.41,-7.8,-13.94,-1.12,-11.27,-4.9,-2.55,-11.12,-8.43,-10.23,-18.74,-10.58,-11.5,-6.89,-10.14,-6.27,-5.42,-11.29,-10.88,-5.45,-10.01,-9.56,-10.35,-6.43,-11.95,-7.49,-5.65,-9.06,-8.34,-99.99,-99.99,-99.99,-11.83,-5.16,-7.58,-9.51
193605,11.69,3.3,-6.18,4.45,11.02,5.21,4.72,3.01,0.53,8.51,13.58,-1.65,-0.24,5.41,-0.47,4.24,1.8,4.99,6.62,3.56,6.31,6.56,5.31,3.17,-3.69,6.68,6.46,-3.51,9.52,-99.99,-99.99,-99.99,8.57,6.66,13.05,0.21
193606,0.73,-3.2,5.7,-1.33,0.08,2.81,2.69,0.48,0.27,-5.21,2.15,0.95,-4.44,3.89,1.67,-1.6,-0.65,3.31,-1.11,-1.64,1.02,0.83,5.79,4.52,-3.34,2.06,2.43,4.55,3.62,-99.99,-99.99,-99.99,3.02,5.31,3.7,2.27
193607,8.3,7.27,1.74,1.93,6.55,2.18,3.05,8.01,9.25,-1.13,20.63,8.54,4.17,7.88,4.78,6.52,-0.33,7.97,10.56,3.73,2.47,14.24,5.88,7.08,-2.05,12.39,2.45,-0.52,11.59,-99.99,-99.99,-99.99,9.3,6.13,7.16,3.63
193608,-2.97,1.56,-1.19,6.43,-3.37,1.84,0.01,0.85,0.18,4.96,4.89,-2.55,6.3,-1.16,-0.72,-1.41,-2.33,0.59,6.29,0.09,0,4.12,0.22,-0.3,2.52,2.02,1.76,1.79,-1.03,-99.99,-99.99,-99.99,3.82,2.47,0.21,7.13
193609,-7.35,-0.5,1.52,-7.52,-2.13,-0.73,-0.78,6.13,5.95,-4.76,6.36,5.16,0.81,1.79,1.35,2.24,-0.74,0.2,1.31,0.11,4.55,-2.39,3.77,-1.44,4.26,0.83,0.33,3.51,-2.05,-99.99,-99.99,-99.99,3.53,2.88,2.3,4.97
193610,5.9,24.4,5.69,8.97,8.13,4.12,1.27,8.29,10.24,-0.96,15.51,8.16,4.14,6.02,12.83,9.02,0.75,9.33,12.61,2.79,7.43,6.53,4.09,2.71,3.62,6.65,5.09,2.03,5.72,-99.99,-99.99,-99.99,7.02,11.24,5.49,7.04
193611,6.9,1.72,1.4,8.13,22.77,4.64,3.23,11.73,7.46,2.35,0.58,23.02,0.85,4.42,1.45,16.62,3.2,8.39,4.65,2.73,5.78,5.5,-0.22,5.74,7.8,-3.74,3.86,13.56,-2.86,-99.99,-99.99,-99.99,17.42,10.95,5.96,11.4
193612,0.25,2.86,9.75,-3.57,16.63,-1.03,-2.85,-0.79,2.6,0.39,2.83,9.21,-0.77,-1.55,9.35,1.52,1.37,-2.16,4.5,1.17,4.89,3.15,-5.29,-2.13,5.4,-2.04,-0.4,-5.22,-1.63,-99.99,-99.99,-99.99,-1.78,-8.23,-2.65,3.81
193701,0.06,-0.63,7.53,3.55,4.58,2.51,2.64,5.02,4.44,6.38,18.74,14.04,1.84,2.79,2.28,8.89,-0.6,6.33,6.21,2.5,3.55,12.13,6.71,-1.06,7.11,1.21,-0.85,1.89,2.61,-99.99,-99.99,-99.99,4.89,-0.02,0.48,3.01
193702,-0.82,12.95,0.78,3.02,-3.66,2.77,-1.88,-1.11,3.18,1.43,-3.83,-1.55,-2.21,-1.19,1.52,8.23,1.32,-1.81,10.79,-3.62,0.33,-2.31,-0.55,0.94,6.58,5.89,-3.06,-2.36,-4.19,-99.99,-99.99,-99.99,-4.01,3.13,-0.38,2.69
193703,6.4,7.05,0.37,2.62,-13.07,2.02,-6.73,-4.54,0.01,-5.04,6.08,7.53,-8.22,-2.28,3.43,15.2,-2.81,2.8,5.8,-1.05,-1.72,-4.96,-4.34,-1.34,-1.17,5.21,-2.09,-3.23,-6.32,-99.99,-99.99,-99.99,3.8,-2.83,-3.63,0.2
193704,-5.19,-15.6,-5.89,-12.98,-10.1,-7.56,-4.14,-8.45,0.94,-0.06,-15.22,-2.97,-10.8,-4.01,-5.22,-11.25,-4.54,-9.49,-15.38,-10.13,-4.57,-7.72,-8.36,-5.93,-9.23,-4.8,-5.25,-4.67,-7.47,-99.99,-99.99,-99.99,-10.11,-7.2,-6.85,-5.49
193705,-0.87,-2.21,-5.28,1.65,-13.58,-0.2,0.03,-3.18,-3.4,-5.19,2,-1.33,-10.99,1.7,-0.1,-2.46,0.36,4.16,0.73,0.15,1.09,-1.06,-1.95,9.01,0.47,-3.86,1.53,-1.79,-5.27,-99.99,-99.99,-99.99,-0.98,-4.61,-3.27,-0.66
193706,-4.81,-6.35,-7.86,-3.34,-9.04,-3.17,-1.77,-6.18,-12.06,-12.92,-5.82,-6.22,-12.6,-3.23,-2.45,-3.94,-4.59,-6.43,-2.18,-6.88,-4.13,-0.6,-10.26,-1.13,-3.83,-11.52,1.39,-6.36,-5.26,-99.99,-99.99,-99.99,0.3,-1.58,-4.95,-6.34
193707,0.47,8.92,11.23,10.84,29.72,3.96,7.16,10.09,7.29,4.33,11.96,4.88,7.82,5.29,8.42,3.46,6.36,9.84,12.8,13.79,10.31,9.46,12.36,6.67,3.2,4.37,3.27,11.07,19.32,-99.99,-99.99,-99.99,8.1,10.42,16.22,12.28
193708,-7.48,-3.59,-7.66,-1.91,-14.57,-1.99,-2.18,-4.11,-3.88,-2.81,-8.31,-0.64,-5.41,-2.62,-6.61,-4,-3.48,-2.98,-5.72,-5.59,-3.95,-6.36,-3.11,1.42,-0.87,-6.98,-2.54,-3.57,-10.18,-99.99,-99.99,-99.99,-4.03,-4.28,-15.07,-1.54
193709,-4.46,-19.12,-19.62,-12.74,-26.77,-11.14,-3.86,-20.45,-22.25,-13.92,-25.19,-19.06,-21.52,-9.71,-13.03,-20.33,-5.91,-17.13,-24.71,-15.91,-14.97,-15.93,-14.38,-8.73,-19.79,-16.09,-2.1,-3.7,-11.75,-99.99,-99.99,-99.99,-20.26,-13.97,-14.58,-14.08
193710,-9.94,2.08,-10.45,-3.11,-8.8,-7.43,-4.41,-13.65,-13.65,-10.85,-12.88,-11.53,-15.22,-10.66,-6.82,-14.13,-10.44,-16.63,-17.21,-6.65,-15.43,-6.99,-12.78,-6.57,-9.21,-14.2,-5.35,-15,-4.88,-99.99,-99.99,-99.99,-6.8,-6.99,-8.35,-9.79
193711,-9.42,-2.2,-15.56,-3.03,9.35,-4.91,-4.76,-15.26,-16.02,-4.41,-13.92,-11.37,-13.55,-8.96,-11.4,-17.7,-12.16,-6.32,-8.52,-8.02,-12.56,-2.37,-13.91,-9.55,-8.02,-7.15,-3.59,-4.65,2.9,-99.99,-99.99,-99.99,-9.61,-14.44,-7.39,-16.35
193712,6.3,0.31,-2.33,-9.51,14.66,-3.25,-0.63,-10.18,-15.05,-11.03,-20.36,-8.11,-12.91,0.21,-1.14,-14.56,-0.91,-7.33,-1.8,-14.27,-4.38,-3.37,-11.47,3.39,-14.3,-8.22,-1.54,-12.2,-10.69,-99.99,-99.99,-99.99,-16.95,-6.33,-7.02,-9.88
193801,8.87,6.68,5.27,11.78,-14.56,3.23,0.49,9.19,10.61,19.05,4.33,6.13,11.96,-0.55,0.42,15.88,6.92,-8.21,-0.87,2.43,-1.48,-3.41,7.82,-2.41,-0.71,-2.05,-2.44,13.06,-5.7,-99.99,-99.99,-99.99,5.73,5.93,-0.23,4.11
193802,2.87,-4.96,15.21,7.75,5.72,4.66,1.59,5.96,11.87,7.24,5.36,4.1,2.78,7.56,9.37,8.39,0.07,10.37,7.56,14.25,11.01,4.26,4.64,1.18,5.63,7.14,-2.33,3.8,3.64,-99.99,-99.99,-99.99,6.84,9.57,6.7,2.18
193803,-20.32,-26.08,-20.93,-19.25,-35.74,-16.55,-12.31,-25.86,-29.76,-24.13,-36.12,-23.02,-27.77,-21.39,-25.24,-28.71,-14.62,-25.16,-30.27,-22.36,-24.58,-30.73,-27.65,-21.71,-27.64,-34.57,-17.44,-17.07,-19.61,-99.99,-99.99,-99.99,-23.94,-22.14,-25.19,-25.39
193804,18.82,17.46,11.03,12.79,33.2,13.05,10.13,12.23,13.43,26.18,29.6,16.77,22.51,8.62,16.04,15.71,10.1,20.47,16.23,16.28,13.93,17.03,17.13,19.3,19.61,11.83,13.47,12.35,14.78,-99.99,-99.99,-99.99,13.92,16.22,16.56,16.93
193805,0.04,-4.21,-9.93,-0.97,-7.1,-0.46,1.65,-7.26,-3.32,0.59,-15.15,-5.55,-3.52,-2.67,-5.71,-9.28,-6.23,-6.58,-10.73,-7.23,-7.56,-3.53,-6.65,-2.25,-10.59,-4.79,0.83,5.41,2.21,-99.99,-99.99,-99.99,-4.12,-3.86,-5.14,3.51
193806,10.57,19.8,31.28,18.56,35.52,13.15,11.36,37.28,34.1,15.37,50.19,26.53,32.75,25.38,21.73,37.33,10.42,41.54,41.26,29.31,30.12,31.05,33.33,21.17,38.27,26.98,12.42,7.69,16.9,-99.99,-99.99,-99.99,27.03,23.94,26.37,22.13
193807,-0.64,10.96,6.66,4,8.9,5.48,7.69,16.63,23.59,6.52,16.38,10.21,10.57,6.23,7.37,20.24,9.95,9.35,6.5,3.88,7.01,4.91,17.86,5.45,11.04,11.6,1.14,13.46,0.68,-99.99,-99.99,-99.99,8.57,9.05,8.89,4.78
193808,-9.07,-2.33,-11.2,0.86,-9.37,-4.5,-2.15,-6.98,0.67,-4.84,17.79,-4.38,-7.6,0.25,-8.8,0.68,-6.18,2.12,-3.39,-1.31,-4.86,-0.48,3.62,-2.6,0.27,-5.3,0.4,-8.84,-5.53,-99.99,-99.99,-99.99,-5.45,-2.37,-4.09,2.95
193809,4.34,-3.71,1.19,5.58,0.63,-0.32,1.34,-1.09,-4.76,3.67,-1.05,0.52,-2.36,2.24,0.86,1.45,4.53,1.71,2.16,0.43,0.29,2.24,0.16,1.14,3.87,-1.68,0.88,-1.99,1.23,-99.99,-99.99,-99.99,-0.01,0.09,0.03,-1.53
193810,4.77,10.08,2.17,-15.24,67.4,5.87,3.77,9.49,4.22,4.95,9.8,13.94,9.12,6.98,-1.72,13.98,2.83,6.25,14.05,9.48,7.5,12.14,9.8,5.32,5.62,14.27,3.62,-1.91,21.09,-99.99,-99.99,-99.99,8.79,8.03,9.45,12.49
193811,-8.95,-3.38,2.99,4.86,-17.84,-2.31,-1.19,-5.85,-2.83,-6.26,-0.42,-3.47,-6.41,-0.42,-0.15,-3.36,-5.98,-2.89,-0.85,-5.96,-3.23,-5.94,-0.24,-1.59,5.41,-1.92,0.7,-4.09,-7.01,-99.99,-99.99,-99.99,2.27,-0.4,-1.46,-2.18
193812,14.97,1.7,-1.36,1.54,20.07,2.09,2.9,2.2,2.03,8.25,3.07,5.37,-1.07,4.76,5.04,7.81,-0.68,5.16,4.65,5.28,3.39,2.95,4.4,3.62,12.02,11.99,2.58,1.09,3.95,-99.99,-99.99,-99.99,9.17,0.96,0.83,-0.89
193901,1.3,-4.8,-8.53,-6.6,-13.48,-2.43,-1.84,-5.5,3.5,-4.1,-13.05,-10.73,-6.17,-5.32,-6.21,-11.92,3.51,-9.84,-12.9,-9.8,-7.96,-7.96,-8.83,-6.92,-12.19,-11.05,1.88,-5.62,1.21,-99.99,-99.99,-99.99,-9.57,-3.05,-6.12,-12.07
193902,8.3,-1.55,-3.09,-1.37,4.76,3.72,-0.35,2.48,7.24,7.44,6.47,2.42,0.93,1.39,-1.19,7.96,1.88,1.65,4.47,2.91,4.24,3.92,6.57,-0.38,1.16,8,3.52,4.01,8.78,-99.99,-99.99,-99.99,1.23,6.24,4.31,3.29
193903,-3.07,-10.56,-9.37,-6.19,-36.23,-6.16,-4.13,-14.83,-17.93,-13.67,-26.36,-17.53,-20.19,-7.26,-8.21,-22.43,-3.42,-16.18,-21.16,-20.04,-15.75,-17.83,-18.89,-6.03,-21.22,-17.7,-2.17,-6.75,-13.63,-99.99,-99.99,-99.99,-10.94,-9.57,-11.93,-21.06
193904,6.49,0.42,4.75,-2.17,2.63,1.07,-0.73,-1.61,-2.55,0.14,-2.91,-3.71,4.84,-1.09,-1.19,-2.5,0,-2.18,-2.91,1.59,-1.82,-0.48,1.34,-9.09,-0.81,-2.3,2.74,4.57,3.03,-99.99,-99.99,-99.99,0.33,-0.14,-3.33,1.46
193905,6.15,1.58,8.79,5.9,16.55,6.29,4.03,8.44,10.92,14.54,15,7.1,8.95,6.11,2.4,12.43,0.44,12.51,7.56,6,8.54,7.12,8.06,13.87,11.55,9.51,5.36,29.43,6.61,-99.99,-99.99,-99.99,6.45,11.44,8.83,13.06
193906,-1.99,-4.16,-8.56,-8.2,-16.37,-3.25,-0.08,-4.47,-0.26,-3.58,-16.48,-10.26,-7.9,-1.92,-6.03,-6.75,0.82,-7.93,-9.85,-6.12,-8.25,-8.85,-7.36,-5.36,-11.66,-9.58,-3.73,-9.64,-3.55,-99.99,-99.99,-99.99,1.69,-2.73,-5.31,-11.69
193907,8.09,11.27,2.88,9.66,23.5,6.81,3.79,16.55,21.51,2.98,24,12.29,9.69,9.27,2.98,13.82,3.49,14.56,18.79,9.44,11.27,16.19,16.42,8.49,22.37,13.34,6.38,19.43,12.71,-99.99,-99.99,-99.99,7.51,8.71,11.12,2.95
193908,-9.37,-6.66,-9.3,-3.67,-16.78,-7.46,-6.51,-10.72,-15.03,-5.73,-18.05,-9.77,-14.11,-2.95,-3.76,-10.48,-4.37,-10.72,-8.63,-7.34,-10.82,-8.41,-7.76,-4.85,-8.39,-11.13,-4.2,-2.81,-6.01,-99.99,-99.99,-99.99,-9.77,-7.28,-9.32,-16.69
193909,18.89,12.07,26.91,37.75,28.41,4.95,-3.03,25.68,19.82,12.57,16.94,35.17,24.19,14.77,25,18.43,26.99,6.65,44.02,21.48,26.74,18.25,29.77,-1.96,0.49,41.42,2.51,-10.03,3.6,-99.99,-99.99,-99.99,4.31,1.56,12.27,-14.58
193910,-0.62,2.58,-4.85,-2.79,2.85,3.09,5.8,1.07,3,1.36,3.05,0.68,-1.98,-2.18,-3.83,-5.4,-5.48,4.8,-4.82,-3.4,-2.97,-2.86,-0.5,3.67,6.25,-4.5,2.93,15.66,2.11,-99.99,-99.99,-99.99,2.26,5.82,-0.11,14.5
193911,-4.27,-4.38,-13.26,-5.72,-17.07,-0.77,1.75,-5.85,-2.76,-2.41,-6.19,-6.15,-12.17,-2.01,-5.81,-9.43,-0.08,-3.15,-9.64,-5.05,-6.64,-3.22,-4.7,0.25,-2.5,-6.98,0.9,7.12,-1.49,-99.99,-99.99,-99.99,-2.12,-2.3,-0.45,-10.09
193912,4.78,-0.71,-4.97,0.37,3.32,2.61,4.83,2.89,7.68,0.45,-0.07,9.64,3.81,4.52,0.02,2.43,-5.95,1.09,2.17,3.51,4.48,4.61,4.58,1.67,0.75,3.17,2.83,6.26,2.95,-99.99,-99.99,-99.99,-8.51,3.16,2.77,3.64
194001,-4.13,-3.39,-1.12,2.94,-9.38,2.05,2.33,0.06,2,2.07,-1.93,-4.64,1.97,-1.96,-2.19,-6.72,0.92,-0.45,-9.43,-0.33,-4.91,-4.94,-4.65,-3.42,4.64,-4.57,-0.11,-1.35,-0.05,-99.99,-99.99,-99.99,-2.27,-0.94,0.56,0.98
194002,-4.17,-0.2,1.45,2.75,-3,0.93,1.81,0.18,7.07,0.83,-0.2,2.95,1.13,2.43,0.93,4.6,-1.13,-1.94,5.31,0.49,1.48,-0.03,2.14,-4.74,2.25,1.46,0.99,5.14,-1.24,-99.99,-99.99,-99.99,4.1,2.5,0.39,-0.42
194003,1.78,3.37,-1.21,-3.42,1.89,2.51,0.63,1.38,4.01,-0.74,4.57,-1.99,2.39,2.09,1.77,-2.02,-3.78,1.4,0.69,0.49,2.05,4.38,3.34,1.51,4.19,3.23,1.15,2.53,1.74,-99.99,-99.99,-99.99,4.98,3.07,2.51,0.49
194004,3.77,-2.95,3.69,5.35,-6.12,1.47,2.15,-2.01,-7.24,2.93,-6.93,19.85,0.81,0.74,0.09,-6.44,7.27,-0.17,0.71,-1.01,-0.85,-2.24,-0.38,3.78,-2.24,-0.04,0.34,-0.87,-1.35,-99.99,-99.99,-99.99,-2.03,-0.12,-0.9,-7.71
194005,-19.39,-22.43,-27.6,-15.46,-38.04,-22.43,-17.72,-27.88,-24.21,-19.18,-35.78,-31.53,-30.38,-19.77,-24.38,-34.55,-19.21,-28.29,-22.57,-26.03,-23.13,-21.37,-24.25,-19.31,-35.35,-23.77,-13.94,-29.62,-19.94,-99.99,-99.99,-99.99,-30.74,-24.35,-26.13,-32.41
